"product_id","product_name","product_category","product_subcategory","product_manufacturer","order_details_id","order_id","product_id","quantity","order_discount","order_profits","order_profit_ratio","order_sales","order_id","customer_id","order_date","shipping_city","shipping_state","shipping_region","shipping_country","shipping_postal_code","shipping_date","shipping_mode","customer_id","customer_name","customer_segment"
"889","Hunt PowerHouse Electric Pencil Sharpener, Blue","Office Supplies","Art","Hunt","28","CA-2015-100762","889","4","0","46","0.3","152","CA-2015-100762","556","2015-11-24 00:00:00","Jackson","Michigan","Central","United States","49201","2015-11-29 00:00:00","Standard Class","556","Nat Gilpin","Corporate"
"532","Dot Matrix Printer Tape Reel Labels, White, 5000/Box","Office Supplies","Labels","Other","29","CA-2015-100762","532","2","0","96","0.49","197","CA-2015-100762","556","2015-11-24 00:00:00","Jackson","Michigan","Central","United States","49201","2015-11-29 00:00:00","Standard Class","556","Nat Gilpin","Corporate"
"1462","Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set","Office Supplies","Labels","Smead","30","CA-2015-100860","1462","5","0","9","0.48","19","CA-2015-100860","166","2015-03-26 00:00:00","Pomona","California","West","United States","91767","2015-03-30 00:00:00","Second Class","166","Cindy Stewart","Consumer"
"1335","RCA Visys Integrated PBX 8-Line Router","Technology","Phones","RCA","31","CA-2015-100867","1335","6","0.2","20","0.06","322","CA-2015-100867","274","2015-10-19 00:00:00","Lakewood","California","West","United States","90712","2015-10-24 00:00:00","Standard Class","274","Eugene Hildebrand","Home Office"
"163","AT&T TR1909W","Technology","Phones","AT&T","32","CA-2015-100881","163","3","0.2","23","0.08","302","CA-2015-100881","195","2015-03-28 00:00:00","Albuquerque","New Mexico","West","United States","87105","2015-04-01 00:00:00","Standard Class","195","Daniel Raglin","Home Office"
"1414","Sanford Colorific Scented Colored Pencils, 12/Pack","Office Supplies","Art","Sanford","33","CA-2015-100895","1414","2","0","3","0.31","9","CA-2015-100895","718","2015-06-02 00:00:00","Roswell","Georgia","South","United States","30076","2015-06-06 00:00:00","Standard Class","718","Stewart Visinsky","Consumer"
"1103","Mophie Juice Pack Helium for iPhone","Technology","Phones","Other","34","CA-2015-100895","1103","3","0","67","0.28","240","CA-2015-100895","718","2015-06-02 00:00:00","Roswell","Georgia","South","United States","30076","2015-06-06 00:00:00","Standard Class","718","Stewart Visinsky","Consumer"
"866","Hot File 7-Pocket, Floor Stand","Office Supplies","Storage","Other","35","CA-2015-100895","866","2","0","107","0.3","357","CA-2015-100895","718","2015-06-02 00:00:00","Roswell","Georgia","South","United States","30076","2015-06-06 00:00:00","Standard Class","718","Stewart Visinsky","Consumer"
"1417","SANFORD Liquid Accent Tank-Style Highlighters","Office Supplies","Art","Sanford","36","CA-2015-100916","1417","1","0","1","0.31","3","CA-2015-100916","284","2015-10-21 00:00:00","Newport News","Virginia","South","United States","23602","2015-10-26 00:00:00","Standard Class","284","Frank Hawley","Corporate"
"557","Eldon Base for stackable storage shelf, platinum","Office Supplies","Storage","Eldon","37","CA-2015-100916","557","5","0","10","0.05","195","CA-2015-100916","284","2015-10-21 00:00:00","Newport News","Virginia","South","United States","23602","2015-10-26 00:00:00","Standard Class","284","Frank Hawley","Corporate"
"820","Hon 2111 Invitation Series Straight Table","Furniture","Tables","Hon","38","CA-2015-100916","820","4","0","112","0.19","591","CA-2015-100916","284","2015-10-21 00:00:00","Newport News","Virginia","South","United States","23602","2015-10-26 00:00:00","Standard Class","284","Frank Hawley","Corporate"
"1678","Xerox 1888","Office Supplies","Paper","Xerox","39","CA-2015-100972","1678","3","0","80","0.48","166","CA-2015-100972","223","2015-11-19 00:00:00","Salt Lake City","Utah","West","United States","84106","2015-11-24 00:00:00","Second Class","223","Dennis Bolton","Home Office"
"1502","Staple holder","Office Supplies","Appliances","Staple holder","40","CA-2015-101147","1502","1","0.8","-6","-2.65","2","CA-2015-101147","504","2015-12-02 00:00:00","Chicago","Illinois","Central","United States","60623","2015-12-04 00:00:00","First Class","504","Matt Collins","Consumer"
"53","Acco Perma 3000 Stacking Storage Drawers","Office Supplies","Storage","Acco","41","CA-2015-101175","53","6","0.2","-1","-0.01","101","CA-2015-101175","196","2015-12-09 00:00:00","Mesa","Arizona","West","United States","85204","2015-12-14 00:00:00","Standard Class","196","Dario Medina","Corporate"
"1689","Xerox 1898","Office Supplies","Paper","Xerox","42","CA-2015-101266","1689","2","0","6","0.48","13","CA-2015-101266","527","2015-08-27 00:00:00","Springfield","Virginia","South","United States","22153","2015-08-30 00:00:00","Second Class","527","Michael Moore","Consumer"
"999","Lock-Up Easel 'Spel-Binder'","Office Supplies","Binders","Other","43","CA-2015-101364","999","13","0.2","100","0.34","297","CA-2015-101364","734","2015-12-22 00:00:00","New York City","New York","East","United States","10011","2015-12-26 00:00:00","Standard Class","734","Tamara Willingham","Home Office"
"112","Advantus Rolling Drawer Organizers","Office Supplies","Storage","Advantus","44","CA-2015-101392","112","7","0","70","0.26","269","CA-2015-101392","42","2015-12-07 00:00:00","Seattle","Washington","West","United States","98103","2015-12-13 00:00:00","Standard Class","42","Ann Steele","Home Office"
"590","Eldon Spacemaker Box, Quick-Snap Lid, Clear","Office Supplies","Art","Eldon","45","CA-2015-101427","590","3","0.2","1","0.14","8","CA-2015-101427","37","2015-12-26 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-12-30 00:00:00","Standard Class","37","Andy Yotov","Corporate"
"727","GE 4 Foot Flourescent Tube, 40 Watt","Furniture","Furnishings","GE","46","CA-2015-101462","727","4","0","28","0.46","60","CA-2015-101462","82","2015-04-20 00:00:00","Los Angeles","California","West","United States","90045","2015-04-25 00:00:00","Standard Class","82","Benjamin Patterson","Consumer"
"605","Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner","Technology","Machines","Epson","47","CA-2015-101476","605","1","0","30","0.43","70","CA-2015-101476","698","2015-09-12 00:00:00","New Rochelle","New York","East","United States","10801","2015-09-13 00:00:00","First Class","698","Shirley Daniels","Home Office"
"475","Crayola Colored Pencils","Office Supplies","Art","Crayola","48","CA-2015-101560","475","4","0","4","0.33","13","CA-2015-101560","149","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","149","Chris Selesnick","Corporate"
"715","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","Office Supplies","Binders","GBC","49","CA-2015-101560","715","3","0","22","0.49","46","CA-2015-101560","149","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","149","Chris Selesnick","Corporate"
"1728","Xerox 1933","Office Supplies","Paper","Xerox","50","CA-2015-101560","1728","7","0","40","0.47","86","CA-2015-101560","149","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","149","Chris Selesnick","Corporate"
"559","Eldon Cleatmat Plus Chair Mats for High Pile Carpets","Furniture","Furnishings","Eldon","51","CA-2015-101560","559","5","0","44","0.11","398","CA-2015-101560","149","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","149","Chris Selesnick","Corporate"
"147","ARKON Windshield Dashboard Air Vent Car Mount Holder","Technology","Phones","Other","52","CA-2015-101602","147","3","0.2","-9","-0.23","41","CA-2015-101602","539","2015-12-15 00:00:00","El Paso","Texas","Central","United States","79907","2015-12-18 00:00:00","First Class","539","Mick Crebagga","Consumer"
"996","Lifetime Advantage Folding Chairs, 4/Carton","Furniture","Chairs","Other","53","CA-2015-101602","996","5","0.3","-22","-0.03","763","CA-2015-101602","539","2015-12-15 00:00:00","El Paso","Texas","Central","United States","79907","2015-12-18 00:00:00","First Class","539","Mick Crebagga","Consumer"
"257","Avery Hole Reinforcements","Office Supplies","Binders","Avery","54","CA-2015-101770","257","1","0.7","-1","-0.7","2","CA-2015-101770","415","2015-03-31 00:00:00","Miami","Florida","South","United States","33180","2015-04-04 00:00:00","Standard Class","415","Karen Bern","Corporate"
"1475","Southworth 100% Cotton The Best Paper","Office Supplies","Paper","Southworth","55","CA-2015-101833","1475","3","0","17","0.5","34","CA-2015-101833","283","2015-11-17 00:00:00","New York City","New York","East","United States","10024","2015-11-22 00:00:00","Second Class","283","Frank Gastineau","Home Office"
"1445","Serrated Blade or Curved Handle Hand Letter Openers","Office Supplies","Supplies","Other","56","CA-2015-101931","1445","2","0","0","0.01","6","CA-2015-101931","757","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","757","Todd Sumrall","Corporate"
"260","Avery Non-Stick Binders","Office Supplies","Binders","Avery","57","CA-2015-101931","260","2","0.2","2","0.31","7","CA-2015-101931","757","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","757","Todd Sumrall","Corporate"
"583","Eldon Portable Mobile Manager","Office Supplies","Storage","Eldon","58","CA-2015-101931","583","5","0","38","0.27","141","CA-2015-101931","757","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","757","Todd Sumrall","Corporate"
"1307","Premier Automatic Letter Opener","Office Supplies","Supplies","Other","59","CA-2015-101931","1307","2","0","14","0.03","481","CA-2015-101931","757","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","757","Todd Sumrall","Corporate"
"1196","O'Sullivan Living Dimensions 2-Shelf Bookcases","Furniture","Bookcases","O'Sullivan","60","CA-2015-101931","1196","6","0.15","-36","-0.06","617","CA-2015-101931","757","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","757","Todd Sumrall","Corporate"
"1572","Tops Green Bar Computer Printout Paper","Office Supplies","Paper","Other","61","CA-2015-102008","1572","1","0","24","0.5","49","CA-2015-102008","660","2015-09-30 00:00:00","New York City","New York","East","United States","10011","2015-10-04 00:00:00","Standard Class","660","Russell Applegate","Consumer"
"230","Avery 519","Office Supplies","Labels","Avery","62","CA-2015-102085","230","4","0","14","0.47","29","CA-2015-102085","400","2015-10-04 00:00:00","Seattle","Washington","West","United States","98115","2015-10-09 00:00:00","Standard Class","400","Joy Daniels","Consumer"
"1137","Newell 322","Office Supplies","Art","Newell","63","CA-2015-102274","1137","3","0","1","0.27","5","CA-2015-102274","204","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","204","Dave Hallsten","Corporate"
"1001","Logitech B530 USB Headset - headset - Full size, Binaural","Technology","Phones","Logitech","64","CA-2015-102274","1001","1","0","10","0.27","37","CA-2015-102274","204","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","204","Dave Hallsten","Corporate"
"1483","Space Solutions Commercial Steel Shelving","Office Supplies","Storage","Space Solutions","65","CA-2015-102274","1483","3","0","10","0.05","194","CA-2015-102274","204","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","204","Dave Hallsten","Corporate"
"1111","Multicolor Computer Printout Paper","Office Supplies","Paper","Other","66","CA-2015-102274","1111","6","0","302","0.48","629","CA-2015-102274","204","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","204","Dave Hallsten","Corporate"
"758","Global Leather & Oak Executive Chair, Burgundy","Furniture","Chairs","Global","67","CA-2015-102295","758","1","0.2","-18","-0.15","121","CA-2015-102295","265","2015-11-24 00:00:00","Sacramento","California","West","United States","95823","2015-11-26 00:00:00","Second Class","265","Erica Hackney","Consumer"
"122","Alphabetical Labels for Top Tab Filing","Office Supplies","Labels","Other","68","CA-2015-102330","122","6","0","44","0.5","89","CA-2015-102330","57","2015-12-29 00:00:00","Brentwood","California","West","United States","94513","2016-01-03 00:00:00","Standard Class","57","Arianne Irving","Consumer"
"884","HTC One","Technology","Phones","HTC","69","CA-2015-102330","884","4","0.2","36","0.11","320","CA-2015-102330","57","2015-12-29 00:00:00","Brentwood","California","West","United States","94513","2016-01-03 00:00:00","Standard Class","57","Arianne Irving","Consumer"
"1746","Xerox 195","Office Supplies","Paper","Xerox","70","CA-2015-102645","1746","6","0","19","0.48","40","CA-2015-102645","336","2015-01-23 00:00:00","Las Vegas","Nevada","West","United States","89115","2015-01-28 00:00:00","Standard Class","336","Ionia McGrath","Consumer"
"1815","Xerox 211","Office Supplies","Paper","Xerox","71","CA-2015-102652","1815","3","0","9","0.48","19","CA-2015-102652","37","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","37","Andy Yotov","Corporate"
"393","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings","Furniture","Furnishings","C-Line","72","CA-2015-102652","393","7","0","13","0.39","33","CA-2015-102652","37","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","37","Andy Yotov","Corporate"
"1735","Xerox 194","Office Supplies","Paper","Xerox","73","CA-2015-102652","1735","1","0","27","0.48","55","CA-2015-102652","37","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","37","Andy Yotov","Corporate"
"1537","Tenex B1-RE Series Chair Mats for Low Pile Carpets","Furniture","Furnishings","Tenex","74","CA-2015-102652","1537","2","0","16","0.17","92","CA-2015-102652","37","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","37","Andy Yotov","Corporate"
"1507","Staples","Office Supplies","Fasteners","Other","75","CA-2015-102673","1507","5","0.2","1","0.19","8","CA-2015-102673","441","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","441","Ken Heidel","Corporate"
"1135","Newell 320","Office Supplies","Art","Newell","76","CA-2015-102673","1135","3","0.2","1","0.09","10","CA-2015-102673","441","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","441","Ken Heidel","Corporate"
"224","Avery 513","Office Supplies","Labels","Avery","77","CA-2015-102673","224","12","0.2","16","0.33","48","CA-2015-102673","441","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","441","Ken Heidel","Corporate"
"435","Cisco IP Phone 7961G VoIP phone - Dark gray","Technology","Phones","Cisco","78","CA-2015-102673","435","9","0.2","110","0.11","979","CA-2015-102673","441","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","441","Ken Heidel","Corporate"
"1814","Xerox 210","Office Supplies","Paper","Xerox","79","CA-2015-102869","1814","3","0.2","5","0.35","16","CA-2015-102869","475","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","475","Logan Currie","Consumer"
"1056","Master Caster Door Stop, Large Neon Orange","Furniture","Furnishings","Master Caster","80","CA-2015-102869","1056","3","0.2","5","0.29","17","CA-2015-102869","475","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","475","Logan Currie","Consumer"
"1363","Rosewill 107 Normal Keys USB Wired Standard Keyboard","Technology","Accessories","Other","81","CA-2015-102869","1363","6","0.2","-5","-0.08","65","CA-2015-102869","475","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","475","Logan Currie","Consumer"
"1295","Polycom SoundPoint IP 450 VoIP phone","Technology","Phones","Polycom","82","CA-2015-102869","1295","1","0.4","-32","-0.23","136","CA-2015-102869","475","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","475","Logan Currie","Consumer"
"1754","Xerox 1957","Office Supplies","Paper","Xerox","83","CA-2015-102988","1754","2","0","6","0.49","13","CA-2015-102988","312","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","312","Greg Maxwell","Corporate"
"475","Crayola Colored Pencils","Office Supplies","Art","Crayola","84","CA-2015-102988","475","7","0","8","0.33","23","CA-2015-102988","312","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","312","Greg Maxwell","Corporate"
"1136","Newell 321","Office Supplies","Art","Newell","85","CA-2015-102988","1136","7","0","7","0.29","23","CA-2015-102988","312","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","312","Greg Maxwell","Corporate"
"159","AT&T CL82213","Technology","Phones","AT&T","86","CA-2015-102988","159","1","0","8","0.29","29","CA-2015-102988","312","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","312","Greg Maxwell","Corporate"
"1050","Martin Yale Chadless Opener Electric Letter Opener","Office Supplies","Supplies","Martin-Yale","87","CA-2015-102988","1050","5","0","83","0.02","4164","CA-2015-102988","312","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","312","Greg Maxwell","Corporate"
"421","Case Logic 2.4GHz Wireless Keyboard","Technology","Accessories","Other","88","CA-2015-103058","421","2","0","8","0.08","100","CA-2015-103058","18","2015-07-23 00:00:00","New York City","New York","East","United States","10011","2015-07-24 00:00:00","First Class","18","Alejandro Grove","Consumer"
"678","G.E. Longer-Life Indoor Recessed Floodlight Bulbs","Furniture","Furnishings","G. E.","89","CA-2015-103086","678","2","0.6","-2","-0.3","5","CA-2015-103086","277","2015-10-17 00:00:00","Houston","Texas","Central","United States","77095","2015-10-19 00:00:00","Second Class","277","Evan Bailliet","Consumer"
"195","Avery 487","Office Supplies","Labels","Avery","90","CA-2015-103100","195","1","0","2","0.47","4","CA-2015-103100","7","2015-12-20 00:00:00","Indianapolis","Indiana","Central","United States","46203","2015-12-23 00:00:00","First Class","7","Adrian Barton","Consumer"
"898","Ibico Ibimaster 300 Manual Binding System","Office Supplies","Binders","Ibico","91","CA-2015-103100","898","3","0","497","0.45","1104","CA-2015-103100","7","2015-12-20 00:00:00","Indianapolis","Indiana","Central","United States","46203","2015-12-23 00:00:00","First Class","7","Adrian Barton","Consumer"
"1377","SAFCO Commercial Wire Shelving, Black","Office Supplies","Storage","SAFCO","92","CA-2015-103191","1377","3","0.2","-83","-0.25","332","CA-2015-103191","785","2015-09-22 00:00:00","Chicago","Illinois","Central","United States","60653","2015-09-27 00:00:00","Standard Class","785","Vivek Grady","Corporate"
"548","Eldon 200 Class Desk Accessories, Black","Furniture","Furnishings","Eldon","93","CA-2015-103219","548","9","0","21","0.38","57","CA-2015-103219","81","2015-11-09 00:00:00","New York City","New York","East","United States","10035","2015-11-13 00:00:00","Standard Class","81","Benjamin Farhat","Home Office"
"1480","Southworth 25% Cotton Premium Laser Paper and Envelopes","Office Supplies","Paper","Southworth","94","CA-2015-103310","1480","2","0","19","0.48","40","CA-2015-103310","311","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","311","Greg Matthias","Consumer"
"75","Acme Design Stainless Steel Bent Scissors","Office Supplies","Supplies","Acme","95","CA-2015-103310","75","6","0","11","0.27","41","CA-2015-103310","311","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","311","Greg Matthias","Consumer"
"846","Hon Pagoda Stacking Chairs","Furniture","Chairs","Hon","96","CA-2015-103310","846","1","0.2","32","0.13","257","CA-2015-103310","311","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","311","Greg Matthias","Consumer"
"1629","Wilson Electronics DB Pro Signal Booster","Technology","Phones","Other","97","CA-2015-103310","1629","5","0.2","125","0.09","1432","CA-2015-103310","311","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","311","Greg Matthias","Consumer"
"1641","Wilson Jones Four-Pocket Poly Binders","Office Supplies","Binders","Wilson Jones","98","CA-2015-103317","1641","5","0.7","-7","-0.7","10","CA-2015-103317","234","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class","234","Don Miller","Corporate"
